Image,Label
dataset/t10k/146.png,1
dataset/t10k/147.png,6
dataset/t10k/148.png,2
dataset/t10k/149.png,2
dataset/t10k/150.png,4
dataset/t10k/151.png,4
dataset/t10k/152.png,1
dataset/t10k/153.png,4
dataset/t10k/154.png,5
dataset/t10k/155.png,0
dataset/t10k/156.png,4
dataset/t10k/157.png,7
dataset/t10k/158.png,9
dataset/t10k/159.png,3
dataset/t10k/160.png,7
dataset/t10k/161.png,2
dataset/t10k/162.png,3
dataset/t10k/163.png,9
dataset/t10k/164.png,0
dataset/t10k/165.png,9
dataset/t10k/166.png,4
dataset/t10k/167.png,7
dataset/t10k/168.png,4
dataset/t10k/169.png,2
dataset/t10k/170.png,0
dataset/t10k/171.png,5
dataset/t10k/172.png,2
dataset/t10k/173.png,1
dataset/t10k/174.png,2
dataset/t10k/175.png,1
dataset/t10k/176.png,3
dataset/t10k/177.png,0
dataset/t10k/178.png,9
dataset/t10k/179.png,1
dataset/t10k/180.png,0
dataset/t10k/181.png,9
dataset/t10k/182.png,3
dataset/t10k/183.png,6
dataset/t10k/184.png,7
dataset/t10k/185.png,9
dataset/t10k/186.png,9
dataset/t10k/187.png,4
dataset/t10k/188.png,4
dataset/t10k/189.png,7
dataset/t10k/190.png,1
dataset/t10k/191.png,2
dataset/t10k/192.png,1
dataset/t10k/193.png,6
dataset/t10k/194.png,3
dataset/t10k/195.png,2
dataset/t10k/196.png,8
dataset/t10k/197.png,3
dataset/t10k/198.png,6
dataset/t10k/199.png,1
dataset/t10k/200.png,1
dataset/t10k/201.png,0
dataset/t10k/202.png,2
dataset/t10k/203.png,9
dataset/t10k/204.png,2
dataset/t10k/205.png,4
dataset/t10k/206.png,0
dataset/t10k/207.png,7
dataset/t10k/208.png,9
dataset/t10k/209.png,8
dataset/t10k/210.png,4
dataset/t10k/211.png,1
dataset/t10k/212.png,8
dataset/t10k/213.png,4
dataset/t10k/214.png,1
dataset/t10k/215.png,3
dataset/t10k/216.png,1
dataset/t10k/217.png,6
dataset/t10k/218.png,7
dataset/t10k/219.png,2
dataset/t10k/220.png,8
dataset/t10k/221.png,5
dataset/t10k/222.png,2
dataset/t10k/223.png,0
dataset/t10k/224.png,7
dataset/t10k/225.png,7
dataset/t10k/226.png,6
dataset/t10k/227.png,2
dataset/t10k/228.png,7
dataset/t10k/229.png,0
dataset/t10k/230.png,7
dataset/t10k/231.png,8
dataset/t10k/232.png,9
dataset/t10k/233.png,2
dataset/t10k/234.png,9
dataset/t10k/235.png,0
dataset/t10k/236.png,5
dataset/t10k/237.png,1
dataset/t10k/238.png,4
dataset/t10k/239.png,4
dataset/t10k/240.png,5
dataset/t10k/241.png,6
dataset/t10k/242.png,9
dataset/t10k/243.png,2
dataset/t10k/244.png,6
dataset/t10k/245.png,8
dataset/t10k/246.png,6
dataset/t10k/247.png,4
dataset/t10k/248.png,2
dataset/t10k/249.png,2
dataset/t10k/250.png,9
dataset/t10k/251.png,7
dataset/t10k/252.png,6
dataset/t10k/253.png,5
dataset/t10k/254.png,5
dataset/t10k/255.png,2
dataset/t10k/256.png,8
dataset/t10k/257.png,5
dataset/t10k/258.png,2
dataset/t10k/259.png,3
dataset/t10k/260.png,0
dataset/t10k/261.png,4
dataset/t10k/262.png,8
dataset/t10k/263.png,0
dataset/t10k/264.png,0
dataset/t10k/265.png,6
dataset/t10k/266.png,3
dataset/t10k/267.png,8
dataset/t10k/268.png,9
dataset/t10k/269.png,6
dataset/t10k/270.png,1
dataset/t10k/271.png,3
dataset/t10k/272.png,0
dataset/t10k/273.png,2
dataset/t10k/274.png,3
dataset/t10k/275.png,0
dataset/t10k/276.png,8
dataset/t10k/277.png,3
dataset/t10k/278.png,7
dataset/t10k/279.png,4
dataset/t10k/280.png,0
dataset/t10k/281.png,1
dataset/t10k/282.png,6
dataset/t10k/283.png,3
dataset/t10k/284.png,0
dataset/t10k/285.png,6
dataset/t10k/286.png,6
dataset/t10k/287.png,7
dataset/t10k/288.png,5
dataset/t10k/289.png,4
dataset/t10k/290.png,5
dataset/t10k/291.png,9
dataset/t10k/292.png,5
dataset/t10k/293.png,6
dataset/t10k/294.png,5
dataset/t10k/295.png,5
dataset/t10k/296.png,1
dataset/t10k/297.png,9
dataset/t10k/298.png,8
dataset/t10k/299.png,8
dataset/t10k/300.png,3
dataset/t10k/301.png,3
dataset/t10k/302.png,6
dataset/t10k/303.png,8
dataset/t10k/304.png,0
dataset/t10k/305.png,0
dataset/t10k/306.png,2
dataset/t10k/307.png,9
dataset/t10k/308.png,7
dataset/t10k/309.png,7
dataset/t10k/310.png,1
dataset/t10k/311.png,3
dataset/t10k/312.png,6
dataset/t10k/313.png,4
dataset/t10k/314.png,2
dataset/t10k/315.png,4
dataset/t10k/316.png,9
dataset/t10k/317.png,1
dataset/t10k/318.png,6
dataset/t10k/319.png,4
dataset/t10k/320.png,8
dataset/t10k/321.png,2
dataset/t10k/322.png,6
dataset/t10k/323.png,5
dataset/t10k/324.png,4
dataset/t10k/325.png,6
dataset/t10k/326.png,7
dataset/t10k/327.png,7
dataset/t10k/328.png,7
dataset/t10k/329.png,3
dataset/t10k/330.png,3
dataset/t10k/331.png,7
dataset/t10k/332.png,0
dataset/t10k/333.png,7
dataset/t10k/334.png,1
dataset/t10k/335.png,3
dataset/t10k/336.png,7
dataset/t10k/337.png,2
dataset/t10k/338.png,2
dataset/t10k/339.png,3
dataset/t10k/340.png,4
dataset/t10k/341.png,0
dataset/t10k/342.png,3
dataset/t10k/343.png,1
dataset/t10k/344.png,6
dataset/t10k/345.png,1
dataset/t10k/346.png,9
dataset/t10k/347.png,4
dataset/t10k/348.png,9
dataset/t10k/349.png,9
dataset/t10k/350.png,1
dataset/t10k/351.png,7
dataset/t10k/352.png,8
dataset/t10k/353.png,3
dataset/t10k/354.png,6
dataset/t10k/355.png,0
dataset/t10k/356.png,2
dataset/t10k/357.png,4
dataset/t10k/358.png,8
dataset/t10k/359.png,0
dataset/t10k/360.png,1
dataset/t10k/361.png,2
dataset/t10k/362.png,2
dataset/t10k/363.png,4
dataset/t10k/364.png,4
dataset/t10k/365.png,7
dataset/t10k/366.png,3
dataset/t10k/367.png,2
dataset/t10k/368.png,2
dataset/t10k/369.png,5
dataset/t10k/370.png,0
dataset/t10k/371.png,7
dataset/t10k/372.png,9
dataset/t10k/373.png,4
dataset/t10k/374.png,0
dataset/t10k/375.png,9
dataset/t10k/376.png,3
dataset/t10k/377.png,9
dataset/t10k/378.png,4
dataset/t10k/379.png,2
dataset/t10k/380.png,5
dataset/t10k/381.png,0
dataset/t10k/382.png,2
dataset/t10k/383.png,3
dataset/t10k/384.png,5
dataset/t10k/385.png,8
dataset/t10k/386.png,1
dataset/t10k/387.png,6
dataset/t10k/388.png,2
dataset/t10k/389.png,6
dataset/t10k/390.png,6
dataset/t10k/391.png,4
dataset/t10k/392.png,9
dataset/t10k/393.png,5
dataset/t10k/394.png,2
dataset/t10k/395.png,0
dataset/t10k/396.png,4
dataset/t10k/397.png,6
dataset/t10k/398.png,1
dataset/t10k/399.png,2
dataset/t10k/400.png,0
dataset/t10k/401.png,9
dataset/t10k/402.png,7
dataset/t10k/403.png,0
dataset/t10k/404.png,4
dataset/t10k/405.png,4
dataset/t10k/406.png,6
dataset/t10k/407.png,6
dataset/t10k/408.png,2
dataset/t10k/409.png,1
dataset/t10k/410.png,0
dataset/t10k/411.png,6
dataset/t10k/412.png,7
dataset/t10k/413.png,2
dataset/t10k/414.png,9
dataset/t10k/415.png,4
dataset/t10k/416.png,2
dataset/t10k/417.png,1
dataset/t10k/418.png,5
dataset/t10k/419.png,4
dataset/t10k/420.png,5
dataset/t10k/421.png,3
dataset/t10k/422.png,8
dataset/t10k/423.png,5
dataset/t10k/424.png,8
dataset/t10k/425.png,4
dataset/t10k/426.png,4
dataset/t10k/427.png,8
dataset/t10k/428.png,9
dataset/t10k/429.png,8
dataset/t10k/430.png,6
dataset/t10k/431.png,2
dataset/t10k/432.png,4
dataset/t10k/433.png,4
dataset/t10k/434.png,2
dataset/t10k/435.png,4
dataset/t10k/436.png,1
dataset/t10k/437.png,6
dataset/t10k/438.png,1
dataset/t10k/439.png,3
dataset/t10k/440.png,0
dataset/t10k/441.png,9
dataset/t10k/442.png,8
dataset/t10k/443.png,8
dataset/t10k/444.png,6
dataset/t10k/445.png,5
dataset/t10k/446.png,3
dataset/t10k/447.png,1
dataset/t10k/448.png,9
dataset/t10k/449.png,5
dataset/t10k/450.png,3
dataset/t10k/451.png,3
dataset/t10k/452.png,0
dataset/t10k/453.png,1
dataset/t10k/454.png,0
dataset/t10k/455.png,2
dataset/t10k/456.png,9
dataset/t10k/457.png,2
dataset/t10k/458.png,0
dataset/t10k/459.png,6
dataset/t10k/460.png,3
dataset/t10k/461.png,4
dataset/t10k/462.png,2
dataset/t10k/463.png,0
dataset/t10k/464.png,0
dataset/t10k/465.png,3
dataset/t10k/466.png,3
dataset/t10k/467.png,8
dataset/t10k/468.png,2
dataset/t10k/469.png,8
dataset/t10k/470.png,9
dataset/t10k/471.png,4
dataset/t10k/472.png,0
dataset/t10k/473.png,7
dataset/t10k/474.png,6
dataset/t10k/475.png,4
dataset/t10k/476.png,4
dataset/t10k/477.png,9
dataset/t10k/478.png,2
dataset/t10k/479.png,9
dataset/t10k/480.png,5
dataset/t10k/481.png,9
dataset/t10k/482.png,3
dataset/t10k/483.png,7
dataset/t10k/484.png,5
dataset/t10k/485.png,7
dataset/t10k/486.png,8
dataset/t10k/487.png,1
dataset/t10k/488.png,0
dataset/t10k/489.png,0
dataset/t10k/490.png,3
dataset/t10k/491.png,4
dataset/t10k/492.png,8
dataset/t10k/493.png,9
dataset/t10k/494.png,7
dataset/t10k/495.png,9
dataset/t10k/496.png,1
dataset/t10k/497.png,2
dataset/t10k/498.png,7
dataset/t10k/499.png,0
dataset/t10k/500.png,2
dataset/t10k/501.png,0
dataset/t10k/502.png,5
dataset/t10k/503.png,7
dataset/t10k/504.png,1
dataset/t10k/505.png,8
dataset/t10k/506.png,2
dataset/t10k/507.png,2
dataset/t10k/508.png,2
dataset/t10k/509.png,2
dataset/t10k/510.png,4
dataset/t10k/511.png,2
dataset/t10k/512.png,6
dataset/t10k/513.png,1
dataset/t10k/514.png,9
dataset/t10k/515.png,8
dataset/t10k/516.png,5
dataset/t10k/517.png,1
dataset/t10k/518.png,9
dataset/t10k/519.png,1
dataset/t10k/520.png,2
dataset/t10k/521.png,8
dataset/t10k/522.png,3
dataset/t10k/523.png,8
dataset/t10k/524.png,9
dataset/t10k/525.png,2
dataset/t10k/526.png,4
dataset/t10k/527.png,2
dataset/t10k/528.png,8
dataset/t10k/529.png,8
dataset/t10k/530.png,2
dataset/t10k/531.png,0
dataset/t10k/532.png,5
dataset/t10k/533.png,8
dataset/t10k/534.png,8
dataset/t10k/535.png,5
dataset/t10k/536.png,3
dataset/t10k/537.png,9
dataset/t10k/538.png,4
dataset/t10k/539.png,3
dataset/t10k/540.png,4
dataset/t10k/541.png,4
dataset/t10k/542.png,5
dataset/t10k/543.png,1
dataset/t10k/544.png,0
dataset/t10k/545.png,1
dataset/t10k/546.png,2
dataset/t10k/547.png,0
dataset/t10k/548.png,6
dataset/t10k/549.png,9
dataset/t10k/550.png,6
dataset/t10k/551.png,1
dataset/t10k/552.png,5
dataset/t10k/553.png,1
dataset/t10k/554.png,1
dataset/t10k/555.png,1
dataset/t10k/556.png,9
dataset/t10k/557.png,3
dataset/t10k/558.png,4
dataset/t10k/559.png,5
dataset/t10k/560.png,3
dataset/t10k/561.png,6
dataset/t10k/562.png,6
dataset/t10k/563.png,6
dataset/t10k/564.png,4
dataset/t10k/565.png,6
dataset/t10k/566.png,0
dataset/t10k/567.png,5
dataset/t10k/568.png,8
dataset/t10k/569.png,3
dataset/t10k/570.png,3
dataset/t10k/571.png,4
dataset/t10k/572.png,6
dataset/t10k/573.png,7
dataset/t10k/574.png,7
dataset/t10k/575.png,8
dataset/t10k/576.png,9
dataset/t10k/577.png,0
dataset/t10k/578.png,3
dataset/t10k/579.png,8
dataset/t10k/580.png,7
dataset/t10k/581.png,6
dataset/t10k/582.png,7
dataset/t10k/583.png,9
dataset/t10k/584.png,3
dataset/t10k/585.png,4
dataset/t10k/586.png,6
dataset/t10k/587.png,6
dataset/t10k/588.png,5
dataset/t10k/589.png,0
dataset/t10k/590.png,1
dataset/t10k/591.png,1
dataset/t10k/592.png,5
dataset/t10k/593.png,9
dataset/t10k/594.png,4
dataset/t10k/595.png,6
dataset/t10k/596.png,5
dataset/t10k/597.png,7
dataset/t10k/598.png,8
dataset/t10k/599.png,1
dataset/t10k/600.png,2
dataset/t10k/601.png,9
dataset/t10k/602.png,7
dataset/t10k/603.png,7
dataset/t10k/604.png,1
dataset/t10k/605.png,0
dataset/t10k/606.png,9
dataset/t10k/607.png,3
dataset/t10k/608.png,2
dataset/t10k/609.png,9
dataset/t10k/610.png,0
dataset/t10k/611.png,7
dataset/t10k/612.png,6
dataset/t10k/613.png,8
dataset/t10k/614.png,2
dataset/t10k/615.png,7
dataset/t10k/616.png,0
dataset/t10k/617.png,2
dataset/t10k/618.png,3
dataset/t10k/619.png,8
dataset/t10k/620.png,2
dataset/t10k/621.png,2
dataset/t10k/622.png,6
dataset/t10k/623.png,9
dataset/t10k/624.png,3
dataset/t10k/625.png,0
dataset/t10k/626.png,7
dataset/t10k/627.png,8
dataset/t10k/628.png,6
dataset/t10k/629.png,2
dataset/t10k/630.png,9
dataset/t10k/631.png,4
dataset/t10k/632.png,2
dataset/t10k/633.png,6
dataset/t10k/634.png,6
dataset/t10k/635.png,8
dataset/t10k/636.png,0
dataset/t10k/637.png,4
dataset/t10k/638.png,4
dataset/t10k/639.png,4
dataset/t10k/640.png,7
dataset/t10k/641.png,5
dataset/t10k/642.png,8
dataset/t10k/643.png,4
dataset/t10k/644.png,9
dataset/t10k/645.png,1
dataset/t10k/646.png,0
dataset/t10k/647.png,5
dataset/t10k/648.png,4
dataset/t10k/649.png,4
dataset/t10k/650.png,4
dataset/t10k/651.png,0
dataset/t10k/652.png,0
dataset/t10k/653.png,4
dataset/t10k/654.png,5
dataset/t10k/655.png,6
dataset/t10k/656.png,0
dataset/t10k/657.png,4
dataset/t10k/658.png,5
dataset/t10k/659.png,4
dataset/t10k/660.png,1
dataset/t10k/661.png,3
dataset/t10k/662.png,1
dataset/t10k/663.png,1
dataset/t10k/664.png,6
dataset/t10k/665.png,4
dataset/t10k/666.png,3
dataset/t10k/667.png,8
dataset/t10k/668.png,2
dataset/t10k/669.png,8
dataset/t10k/670.png,2
dataset/t10k/671.png,7
dataset/t10k/672.png,0
dataset/t10k/673.png,4
dataset/t10k/674.png,0
dataset/t10k/675.png,8
dataset/t10k/676.png,5
dataset/t10k/677.png,0
dataset/t10k/678.png,8
dataset/t10k/679.png,2
dataset/t10k/680.png,9
dataset/t10k/681.png,0
dataset/t10k/682.png,8
dataset/t10k/683.png,9
dataset/t10k/684.png,6
dataset/t10k/685.png,4
dataset/t10k/686.png,2
dataset/t10k/687.png,9
dataset/t10k/688.png,3
dataset/t10k/689.png,4
dataset/t10k/690.png,5
dataset/t10k/691.png,0
dataset/t10k/692.png,9
dataset/t10k/693.png,5
dataset/t10k/694.png,3
dataset/t10k/695.png,6
dataset/t10k/696.png,6
dataset/t10k/697.png,8
dataset/t10k/698.png,3
dataset/t10k/699.png,3
dataset/t10k/700.png,8
dataset/t10k/701.png,1
dataset/t10k/702.png,4
dataset/t10k/703.png,0
dataset/t10k/704.png,9
dataset/t10k/705.png,7
dataset/t10k/706.png,9
dataset/t10k/707.png,4
dataset/t10k/708.png,8
dataset/t10k/709.png,9
dataset/t10k/710.png,1
dataset/t10k/711.png,6
dataset/t10k/712.png,7
dataset/t10k/713.png,3
dataset/t10k/714.png,0
dataset/t10k/715.png,2
dataset/t10k/716.png,6
dataset/t10k/717.png,7
dataset/t10k/718.png,1
dataset/t10k/719.png,0
dataset/t10k/720.png,0
dataset/t10k/721.png,8
dataset/t10k/722.png,5
dataset/t10k/723.png,2
dataset/t10k/724.png,6
dataset/t10k/725.png,6
dataset/t10k/726.png,6
dataset/t10k/727.png,4
dataset/t10k/728.png,1
dataset/t10k/729.png,5
dataset/t10k/730.png,9
dataset/t10k/731.png,0
dataset/t10k/732.png,2
dataset/t10k/733.png,1
dataset/t10k/734.png,6
dataset/t10k/735.png,5
dataset/t10k/736.png,0
dataset/t10k/737.png,0
dataset/t10k/738.png,3
dataset/t10k/739.png,3
dataset/t10k/740.png,3
dataset/t10k/741.png,8
dataset/t10k/742.png,1
dataset/t10k/743.png,1
dataset/t10k/744.png,8
dataset/t10k/745.png,5
dataset/t10k/746.png,7
dataset/t10k/747.png,7
dataset/t10k/748.png,8
dataset/t10k/749.png,7
dataset/t10k/750.png,2
dataset/t10k/751.png,0
dataset/t10k/752.png,7
dataset/t10k/753.png,3
dataset/t10k/754.png,8
dataset/t10k/755.png,0
dataset/t10k/756.png,9
dataset/t10k/757.png,7
dataset/t10k/758.png,6
dataset/t10k/759.png,1
dataset/t10k/760.png,2
dataset/t10k/761.png,6
dataset/t10k/762.png,4
dataset/t10k/763.png,8
dataset/t10k/764.png,0
dataset/t10k/765.png,6
dataset/t10k/766.png,3
dataset/t10k/767.png,6
dataset/t10k/768.png,8
dataset/t10k/769.png,4
dataset/t10k/770.png,0
dataset/t10k/771.png,8
dataset/t10k/772.png,9
dataset/t10k/773.png,2
dataset/t10k/774.png,4
dataset/t10k/775.png,5
dataset/t10k/776.png,9
dataset/t10k/777.png,1
dataset/t10k/778.png,4
dataset/t10k/779.png,4
dataset/t10k/780.png,9
dataset/t10k/781.png,2
dataset/t10k/782.png,1
dataset/t10k/783.png,7
dataset/t10k/784.png,9
dataset/t10k/785.png,5
dataset/t10k/786.png,8
dataset/t10k/787.png,1
dataset/t10k/788.png,7
dataset/t10k/789.png,7
dataset/t10k/790.png,1
dataset/t10k/791.png,1
dataset/t10k/792.png,1
dataset/t10k/793.png,6
dataset/t10k/794.png,9
dataset/t10k/795.png,5
dataset/t10k/796.png,3
dataset/t10k/797.png,8
dataset/t10k/798.png,4
dataset/t10k/799.png,2
dataset/t10k/800.png,7
dataset/t10k/801.png,4
dataset/t10k/802.png,8
dataset/t10k/803.png,3
dataset/t10k/804.png,2
dataset/t10k/805.png,4
dataset/t10k/806.png,4
dataset/t10k/807.png,7
dataset/t10k/808.png,1
dataset/t10k/809.png,4
dataset/t10k/810.png,9
dataset/t10k/811.png,3
dataset/t10k/812.png,5
dataset/t10k/813.png,8
dataset/t10k/814.png,5
dataset/t10k/815.png,4
dataset/t10k/816.png,7
dataset/t10k/817.png,2
dataset/t10k/818.png,8
dataset/t10k/819.png,5
dataset/t10k/820.png,9
dataset/t10k/821.png,3
dataset/t10k/822.png,3
dataset/t10k/823.png,6
dataset/t10k/824.png,7
dataset/t10k/825.png,1
dataset/t10k/826.png,7
dataset/t10k/827.png,3
dataset/t10k/828.png,5
dataset/t10k/829.png,4
dataset/t10k/830.png,4
dataset/t10k/831.png,5
dataset/t10k/832.png,8
dataset/t10k/833.png,3
dataset/t10k/834.png,7
dataset/t10k/835.png,1
dataset/t10k/836.png,2
dataset/t10k/837.png,6
dataset/t10k/838.png,1
dataset/t10k/839.png,9
dataset/t10k/840.png,8
dataset/t10k/841.png,2
dataset/t10k/842.png,7
dataset/t10k/843.png,1
dataset/t10k/844.png,3
dataset/t10k/845.png,7
dataset/t10k/846.png,5
dataset/t10k/847.png,9
dataset/t10k/848.png,9
dataset/t10k/849.png,1
dataset/t10k/850.png,8
dataset/t10k/851.png,2
dataset/t10k/852.png,5
dataset/t10k/853.png,7
dataset/t10k/854.png,1
dataset/t10k/855.png,9
dataset/t10k/856.png,8
dataset/t10k/857.png,1
dataset/t10k/858.png,0
dataset/t10k/859.png,0
dataset/t10k/860.png,6
dataset/t10k/861.png,1
dataset/t10k/862.png,7
dataset/t10k/863.png,1
dataset/t10k/864.png,1
dataset/t10k/865.png,5
dataset/t10k/866.png,7
dataset/t10k/867.png,1
dataset/t10k/868.png,5
dataset/t10k/869.png,2
dataset/t10k/870.png,2
dataset/t10k/871.png,3
dataset/t10k/872.png,3
dataset/t10k/873.png,1
dataset/t10k/874.png,1
dataset/t10k/875.png,4
dataset/t10k/876.png,9
dataset/t10k/877.png,4
dataset/t10k/878.png,3
dataset/t10k/879.png,7
dataset/t10k/880.png,7
dataset/t10k/881.png,0
dataset/t10k/882.png,8
dataset/t10k/883.png,9
dataset/t10k/884.png,9
dataset/t10k/885.png,6
dataset/t10k/886.png,1
dataset/t10k/887.png,3
dataset/t10k/888.png,4
dataset/t10k/889.png,0
dataset/t10k/890.png,0
dataset/t10k/891.png,5
dataset/t10k/892.png,9
dataset/t10k/893.png,2
dataset/t10k/894.png,0
dataset/t10k/895.png,5
dataset/t10k/896.png,5
dataset/t10k/897.png,1
dataset/t10k/898.png,5
dataset/t10k/899.png,7
dataset/t10k/900.png,8
dataset/t10k/901.png,7
dataset/t10k/902.png,5
dataset/t10k/903.png,3
dataset/t10k/904.png,6
dataset/t10k/905.png,4
dataset/t10k/906.png,0
dataset/t10k/907.png,4
dataset/t10k/908.png,0
dataset/t10k/909.png,6
dataset/t10k/910.png,0
dataset/t10k/911.png,2
dataset/t10k/912.png,5
dataset/t10k/913.png,5
dataset/t10k/914.png,1
dataset/t10k/915.png,2
dataset/t10k/916.png,0
dataset/t10k/917.png,9
dataset/t10k/918.png,3
dataset/t10k/919.png,7
dataset/t10k/920.png,8
dataset/t10k/921.png,6
dataset/t10k/922.png,8
dataset/t10k/923.png,3
dataset/t10k/924.png,4
dataset/t10k/925.png,7
dataset/t10k/926.png,0
dataset/t10k/927.png,7
dataset/t10k/928.png,4
dataset/t10k/929.png,8
dataset/t10k/930.png,0
dataset/t10k/931.png,3
dataset/t10k/932.png,4
dataset/t10k/933.png,4
dataset/t10k/934.png,3
dataset/t10k/935.png,4
dataset/t10k/936.png,9
dataset/t10k/937.png,0
dataset/t10k/938.png,6
dataset/t10k/939.png,4
dataset/t10k/940.png,9
dataset/t10k/941.png,1
dataset/t10k/942.png,8
dataset/t10k/943.png,1
dataset/t10k/944.png,7
dataset/t10k/945.png,5
dataset/t10k/946.png,5
dataset/t10k/947.png,6
dataset/t10k/948.png,0
dataset/t10k/949.png,2
dataset/t10k/950.png,1
dataset/t10k/951.png,0
dataset/t10k/952.png,5
dataset/t10k/953.png,4
dataset/t10k/954.png,0
dataset/t10k/955.png,0
dataset/t10k/956.png,6
dataset/t10k/957.png,7
dataset/t10k/958.png,5
dataset/t10k/959.png,0
dataset/t10k/960.png,3
dataset/t10k/961.png,5
dataset/t10k/962.png,9
dataset/t10k/963.png,6
dataset/t10k/964.png,8
dataset/t10k/965.png,0
dataset/t10k/966.png,6
dataset/t10k/967.png,4
dataset/t10k/968.png,6
dataset/t10k/969.png,2
dataset/t10k/970.png,9
dataset/t10k/971.png,6
dataset/t10k/972.png,7
dataset/t10k/973.png,7
dataset/t10k/974.png,1
dataset/t10k/975.png,4
dataset/t10k/976.png,2
dataset/t10k/977.png,6
dataset/t10k/978.png,5
dataset/t10k/979.png,3
dataset/t10k/980.png,9
dataset/t10k/981.png,9
dataset/t10k/982.png,8
dataset/t10k/983.png,8
dataset/t10k/984.png,3
dataset/t10k/985.png,0
dataset/t10k/986.png,2
dataset/t10k/987.png,4
dataset/t10k/988.png,6
dataset/t10k/989.png,6
dataset/t10k/990.png,3
dataset/t10k/991.png,2
dataset/t10k/992.png,3
dataset/t10k/993.png,5
dataset/t10k/994.png,4
dataset/t10k/995.png,9
dataset/t10k/996.png,3
dataset/t10k/997.png,4
dataset/t10k/998.png,7
